序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,9.961190223693848,8.5,31927641,6985834267.5,7180164608.0,0.45703405141830444,1141650359,092500,092500,0,1/1,1,半导体
2,002358,森源电气,10.0,7.81,136709911,7261392032.62,7261401982.559999,1.8826956748962402,203239083,092500,092500,0,3/3,3,电网设备
3,002498,汉缆股份,10.0,5.28,79011990,17565482880.0,17565482880.0,0.44981393218040466,675085002,092500,092500,0,3/3,3,电网设备
4,002931,锋龙股份,10.004413604736328,74.77,31260664,15047726288.56,16337682853.119999,0.20774343609809875,2420342957,092500,092500,0,15/15,2,通用设备
5,600986,浙文互联,10.044150352478027,9.97,1456276688,14829119398.140001,14829119418.080002,9.823653221130371,767804296,092500,102239,2,8/4,1,文化传媒
6,603078,江化微,9.990663528442383,23.56,77402281,9085613562.88,9085613562.88,0.8519213199615479,928817047,092502,092502,0,2/2,1,电子化学
7,002995,天地在线,10.019742965698242,22.29,280892144,2505779566.3199997,3955460359.2,11.282029151916504,100497318,093009,093009,0,2/2,2,文化传媒
8,600391,航发科技,9.995241165161133,46.22,648020944,15258579342.74,15258579019.199999,4.249368190765381,267367770,093019,093019,0,2/2,2,航天航空
9,601616,广电电气,9.920635223388672,5.54,366829168,4729361267.26,4729361228.4800005,7.855897903442383,232044063,093040,093040,0,3/3,3,电网设备
10,002969,嘉美包装,10.0,18.92,433626800,19234380925.760002,19350393673.600002,2.2569589614868164,166374912,093048,093048,0,23/16,2,包装材料
11,002527,新时达,9.98810863494873,18.5,434808720,9791686068.0,12266633976.0,4.484677314758301,481463240,093057,093057,0,1/1,1,专用设备
12,601677,明泰铝业,9.986772537231445,16.63,747542448,20255450207.01,20679798000.16,3.7288060188293457,365953942,093308,093308,0,1/1,1,有色金属
13,600187,国中水务,9.960159301757812,2.76,195703574,4454035844.28,4454035847.04,4.439181327819824,80414532,093414,093605,1,1/1,1,公用事业
14,603926,铁流股份,10.004953384399414,22.21,286267408,5126925550.31,5213055930.31,5.732760906219482,65326206,093426,093950,2,2/2,2,汽车零部
15,688380,中微半导,19.99419593811035,41.35,711660880,6990837750.0,16555093080.800001,10.483742713928223,660935546,093451,093551,1,1/1,1,半导体
16,603421,鼎信通讯,10.0,7.92,258247848,5165348847.12,5165348855.04,5.069702625274658,92234094,093603,093821,1,1/1,1,通信服务
17,003039,顺控发展,9.982383728027344,18.73,211861191,11566125812.9,11566125925.28,1.8694792985916138,350831630,093651,093651,0,1/1,1,公用事业
18,003035,南网能源,9.9609375,5.63,400422912,21325757570.81,21325757553.92,1.9212489128112793,427371779,093733,093733,0,1/1,1,专业服务
19,002208,合肥城建,10.034602165222168,15.9,1030544272,12769041689.7,12772341019.2,8.28217601776123,566801928,094115,102657,2,3/2,1,房地产开
20,600955,维远股份,9.9893159866333,20.59,398191344,11324500000.0,11324500000.0,3.6076502799987793,137377571,094134,094325,2,1/1,1,化学原料
21,600649,城投控股,10.107526779174805,5.12,423485232,12823043932.16,12823043932.16,3.3632993698120117,171972858,094216,095158,1,1/1,1,房地产开
22,603320,迪贝电气,9.990530014038086,23.23,171842187,3464666295.69,3464666295.69,5.044448375701904,146525733,094628,094628,0,4/2,1,电机
23,002291,遥望科技,10.014727592468262,7.47,495277920,6492365766.9,6988523839.2,7.877145290374756,464232114,094906,094906,0,1/1,1,互联网服
24,603916,苏博特,10.046082496643066,11.94,210458509,5018684953.62,5089966789.44,4.334941864013672,247669270,095210,095210,0,1/1,1,化学制品
25,603616,韩建河山,10.070671081542969,6.23,186502608,2394145390.0,2437911140.0,8.015237808227539,119204820,095254,095254,0,1/1,1,水泥建材
26,605089,味知香,10.003650665283203,30.13,142509171,4157940000.0,4157940000.0,3.4961934089660645,142242072,095353,095353,0,1/1,1,食品饮料
27,000048,京基智农,10.006540298461914,16.82,271407120,8853367631.0,8919347545.92,3.1525936126708984,402851816,095606,095606,0,1/1,1,农牧饲渔
28,600774,汉商集团,10.018903732299805,11.64,438863744,3431962404.84,3434177136.0,13.42658805847168,133943458,095722,095919,1,2/2,2,化学制药
29,002810,山东赫达,10.0,17.49,310053296,5644195556.339999,6095308934.879999,5.671341419219971,363484385,100527,100527,0,1/1,1,化学制品
30,002165,红 宝 丽,9.96216869354248,8.72,618459744,6344929205.120001,6411553004.8,10.091657638549805,1174808104,100833,100833,0,1/1,1,化学制品
31,605366,宏柏新材,10.077519416809082,7.1,287822848,4616126975.9,4616127025.599999,6.417619228363037,134003376,100905,100905,0,1/1,1,化学制品
32,002809,红墙股份,10.0,12.1,138298337,1683333608.0,2560510197.2999997,8.471010208129883,196534008,101157,101157,0,1/1,1,化学制品
33,600610,中毅达,9.961315155029297,11.37,787786576,8058222635.849999,12180392292.96,10.090325355529785,357952614,101352,101519,1,1/1,1,化学原料
34,600230,沧州大化,10.0,18.15,467420608,7513392422.249999,7513392295.2,6.4345383644104,293489529,101418,101418,0,2/2,2,化学制品
35,300927,江天化学,19.992082595825195,30.31,464907968,4270343468.2999997,4375551600.0,11.534663200378418,396248146,101430,101430,0,1/1,1,化学原料
36,600403,大有能源,10.044978141784668,7.34,477271776,17548563030.68,17548563016.0,2.847186803817749,360071040,101859,101859,0,1/1,1,煤炭行业
