序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,9.961190223693848,8.5,37140691,6985834267.5,7180164608.0,0.5316572189331055,955875209,092500,092500,0,1/1,1,半导体
2,002358,森源电气,10.0,7.81,154759610,7261392032.62,7261401982.559999,2.1312663555145264,174116132,092500,092500,0,3/3,3,电网设备
3,002498,汉缆股份,10.0,5.28,91887888,17565482880.0,17565482880.0,0.5231162309646606,604358784,092500,092500,0,3/3,3,电网设备
4,002931,锋龙股份,10.004413604736328,74.77,35390959,15047726288.56,16337682853.119999,0.23519140481948853,2055208149,092500,092500,0,15/15,2,通用设备
5,600986,浙文互联,10.044150352478027,9.97,1522620272,14829119398.140001,14829119418.080002,10.271039962768555,384402761,092500,102239,2,8/4,1,文化传媒
6,603078,江化微,9.990663528442383,23.56,84944237,9085613562.88,9085613562.88,0.934931218624115,878132018,092502,092502,0,2/2,1,电子化学
7,600391,航发科技,9.995241165161133,46.22,714822720,15258579342.74,15258579019.199999,4.687166690826416,179988860,093019,093019,0,2/2,2,航天航空
8,601616,广电电气,9.920635223388672,5.54,392225648,4729361267.26,4729361228.4800005,8.39289379119873,211111118,093040,093040,0,3/3,3,电网设备
9,002969,嘉美包装,10.0,18.92,446196272,19234380925.760002,19350393673.600002,2.322307825088501,162562532,093048,093048,0,23/16,2,包装材料
10,002201,九鼎新材,10.023677825927734,13.94,2555125952,8392206474.799999,9083809185.6,31.02872085571289,57455536,093115,140851,6,5/3,2,玻璃玻纤
11,601677,明泰铝业,9.986772537231445,16.63,821539008,20255450207.01,20679798000.16,4.094122886657715,235313951,093308,093308,0,1/1,1,有色金属
12,600187,国中水务,9.960159301757812,2.76,215373266,4454035844.28,4454035847.04,4.880796432495117,62495232,093414,093605,1,1/1,1,公用事业
13,603926,铁流股份,10.004953384399414,22.21,308360192,5126925550.31,5213055930.31,6.16367769241333,62491877,093426,093950,2,2/2,2,汽车零部
14,688380,中微半导,19.99419593811035,41.35,760697888,6990837750.0,16555093080.800001,11.185189247131348,409092917,093451,093551,1,1/1,1,半导体
15,002546,新联电子,10.011000633239746,10.0,1905452448,8012320960.0,8340491040.0,24.219757080078125,44383990,093527,110406,2,4/3,2,电网设备
16,603421,鼎信通讯,10.0,7.92,279529232,5165348847.12,5165348855.04,5.481705665588379,71556059,093603,093821,1,1/1,1,通信服务
17,003039,顺控发展,9.982383728027344,18.73,227167347,11566125812.9,11566125925.28,2.0018153190612793,225998053,093651,093651,0,1/1,1,公用事业
18,003035,南网能源,9.9609375,5.63,497418800,21325757570.81,21325757553.92,2.3760786056518555,215358365,093733,093733,0,1/1,1,专业服务
19,002208,合肥城建,10.034602165222168,15.9,1134760560,12769041689.7,12772341019.2,9.098340034484863,199028838,094115,102657,2,3/2,1,房地产开
20,600955,维远股份,9.9893159866333,20.59,448785088,11324500000.0,11324500000.0,4.054413795471191,68850901,094134,094325,2,1/1,1,化学原料
21,600649,城投控股,10.107526779174805,5.12,446586592,12823043932.16,12823043932.16,3.54345440864563,156328785,094216,095158,1,1/1,1,房地产开
22,603320,迪贝电气,9.990530014038086,23.23,178983321,3464666295.69,3464666295.69,5.250561237335205,131997459,094628,094628,0,4/2,1,电机
23,002291,遥望科技,10.014727592468262,7.47,528790576,6492365766.9,6988523839.2,8.393330574035645,360038313,094906,094906,0,1/1,1,互联网服
24,603916,苏博特,10.046082496643066,11.94,236341349,5018684953.62,5089966789.44,4.850671291351318,160697809,095210,095210,0,1/1,1,化学制品
25,603616,韩建河山,10.070671081542969,6.23,200889590,2394145390.0,2437911140.0,8.616161346435547,92792068,095254,095254,0,1/1,1,水泥建材
26,605089,味知香,10.003650665283203,30.13,147977284,4157940000.0,4157940000.0,3.6277036666870117,124041021,095353,095353,0,1/1,1,食品饮料
27,000048,京基智农,10.006540298461914,16.82,283570320,8853367631.0,8919347545.92,3.2899787425994873,320211136,095606,095606,0,1/1,1,农牧饲渔
