序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,9.961190223693848,8.5,16459749,6985834267.5,7180164608.0,0.235616073012352,1378269551,092500,092500,0,1/1,1,半导体
2,002358,森源电气,10.0,7.81,104035300,7261392032.62,7261401982.559999,1.4327183961868286,230299085,092500,092500,0,3/3,3,电网设备
3,002498,汉缆股份,10.0,5.28,51292982,17565482880.0,17565482880.0,0.292010098695755,793764153,092500,092500,0,3/3,3,电网设备
4,002931,锋龙股份,10.004413604736328,74.77,19527457,15047726288.56,16337682853.119999,0.12977014482021332,2763897948,092500,092500,0,15/15,2,通用设备
5,600986,浙文互联,10.044150352478027,9.97,273939584,14829119398.140001,14829119418.080002,1.8473085165023804,1414118010,092500,092500,0,8/4,1,文化传媒
6,603078,江化微,9.990663528442383,23.56,36724833,9085613562.88,9085613562.88,0.40420863032341003,1448761438,092502,092502,0,2/2,1,电子化学
7,002995,天地在线,10.019742965698242,22.29,193502006,2505779566.3199997,3955460359.2,7.7944865226745605,369163101,093009,093009,0,2/2,2,文化传媒
8,600391,航发科技,9.995241165161133,46.22,426907520,15258579342.74,15258579019.199999,2.800259590148926,947754966,093019,093019,0,2/2,2,航天航空
9,601616,广电电气,9.920635223388672,5.54,292720752,4729361267.26,4729361228.4800005,6.288911819458008,301757595,093040,093040,0,3/3,3,电网设备
10,002969,嘉美包装,10.0,18.92,382784624,19234380925.760002,19350393673.600002,1.9926291704177856,117274087,093048,093048,0,23/16,2,包装材料
11,002527,新时达,9.98810863494873,18.5,259034018,9791686068.0,12266633976.0,2.689534902572632,985135637,093057,093057,0,1/1,1,专用设备
12,002201,九鼎新材,10.023677825927734,13.94,562357696,8392206474.799999,9083809185.6,6.84489631652832,796000764,093115,093115,0,5/3,2,玻璃玻纤
