序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,10.0,9.35,39228860,7684417694.25,7898181068.799999,0.5104988217353821,1026754355,092500,092500,0,2/2,2,半导体
2,000880,潍柴重机,10.003290176391602,33.43,367558096,7589505924.0,15506466988.64,4.842978000640869,755955933,092500,092500,0,1/1,1,通用设备
3,002165,红 宝 丽,9.97706413269043,9.59,2717378400,6977966866.64,7051237765.599999,39.295108795166016,307834579,092500,130906,3,2/2,2,化学制品
4,002279,久其软件,10.046189308166504,9.53,224610006,7526101635.969999,8216831413.919999,2.9844136238098145,496031439,092500,092500,0,1/1,1,软件开发
5,002931,锋龙股份,10.004012107849121,82.25,160892186,16553102678.0,17972106656.0,0.9719759821891785,1874186664,092500,092500,0,16/16,3,通用设备
6,301023,奕帆传动,20.0,55.92,188860629,2337795546.2400002,4371079068.0,8.078577995300293,227167394,092500,092500,0,1/1,1,电机
7,603078,江化微,10.016977310180664,25.92,34638244,9995717468.16,9995717468.16,0.34653085470199585,710522876,092503,092503,0,3/3,2,电子化学
8,002876,三利谱,10.011919021606445,27.69,140968719,4124409162.9,4814873767.08,3.4180424213409424,149234147,093000,093000,0,1/1,1,光学光电
9,301031,中熔电气,20.0,143.4,693802368,9868455312.0,14099443632.0,7.037454605102539,352494264,093000,093000,0,1/1,1,电网设备
10,002809,红墙股份,10.0,13.31,351769280,1851666968.8,2816561217.03,19.11604118347168,106742127,093012,093142,2,2/2,2,化学制品
11,603608,天创时尚,10.050251007080078,10.95,163532690,4595901916.5,4595901938.4,3.588193416595459,112642650,093100,093109,1,1/1,1,纺织服装
12,002437,誉衡药业,10.031347274780273,3.51,671924448,7368291333.0,7834418729.28,9.172536849975586,136135701,093145,094815,1,1/1,1,化学制药
13,000048,京基智农,9.98810863494873,18.5,509301792,9737651675.0,9810221736.0,5.28616189956665,94667404,093151,095051,3,2/2,2,农牧饲渔
