序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,10.0,9.35,36448170,7684417694.25,7898181068.799999,0.4743127226829529,1123252900,092500,092500,0,2/2,2,半导体
2,000880,潍柴重机,10.003290176391602,33.43,342247584,7589505924.0,15506466988.64,4.50948429107666,849249702,092500,092500,0,1/1,1,通用设备
3,002279,久其软件,10.046189308166504,9.53,217223627,7526101635.969999,8216831413.919999,2.88627028465271,547371131,092500,092500,0,1/1,1,软件开发
4,002931,锋龙股份,10.004012107849121,82.25,137402902,16553102678.0,17972106656.0,0.8300734162330627,1942666698,092500,092500,0,16/16,3,通用设备
5,301023,奕帆传动,20.0,55.92,186740702,2337795546.2400002,4371079068.0,7.987896919250488,229740274,092500,092500,0,1/1,1,电机
6,603078,江化微,10.016977310180664,25.92,31618642,9995717468.16,9995717468.16,0.31632187962532043,776268878,092503,092503,0,3/3,2,电子化学
7,002876,三利谱,10.011919021606445,27.69,130183464,4124409162.9,4814873767.08,3.1565442085266113,170513912,093000,093000,0,1/1,1,光学光电
8,301031,中熔电气,20.0,143.4,674615024,9868455312.0,14099443632.0,6.843023300170898,376413814,093000,093000,0,1/1,1,电网设备
9,002809,红墙股份,10.0,13.31,342044992,1851666968.8,2816561217.03,18.590877532958984,124432448,093012,093142,2,2/2,2,化学制品
10,603608,天创时尚,10.050251007080078,10.95,154348487,4595901916.5,4595901938.4,3.3883588314056396,159988698,093100,093109,1,1/1,1,纺织服装
11,002437,誉衡药业,10.031347274780273,3.51,652957456,7368291333.0,7834418729.28,8.915122985839844,168707799,093145,094815,1,1/1,1,化学制药
12,000048,京基智农,9.98810863494873,18.5,502774992,9737651675.0,9810221736.0,5.219135284423828,103401254,093151,095051,3,2/2,2,农牧饲渔
13,002498,汉缆股份,10.03787899017334,5.81,1634954112,19328684760.0,19328684760.0,8.544676780700684,325287775,093154,093154,0,4/4,4,电网设备
14,601616,广电电气,9.9277982711792,6.09,1672488976,5198882692.71,5198882650.08,33.68032455444336,153408555,093217,103014,2,4/4,4,电网设备
15,603023,威帝股份,10.09009075164795,6.11,311885296,3410097356.77,3410097362.88,9.253914833068848,82307987,093307,093307,0,1/1,1,汽车零部
16,002995,天地在线,10.005078315734863,21.66,417704528,2434956725.28,3843664036.8,17.62299156188965,289648544,093312,093312,0,3/2,1,文化传媒
17,000066,中国长城,10.0,17.82,2183592736,57480010913.16,57483739748.16,3.868393898010254,2009181441,093315,093315,0,1/1,1,计算机设
18,600841,动力新科,10.0,7.92,268156661,8260753913.28,10991548592.64,3.3522379398345947,178075157,093551,093551,0,4/2,1,汽车整车
19,688047,龙芯中科,20.0,177.72,2045518016,71265720000.0,71265720000.0,2.980679750442505,774482255,093618,093821,1,1/1,1,半导体
20,603926,铁流股份,9.995497703552246,24.43,727363472,5639387266.73,5734126806.73,13.084883689880371,64661495,093737,101510,2,3/3,3,汽车零部
21,603991,至正股份,10.0,86.13,228916867,6419699377.74,13152887322.3,3.664318799972534,155662749,093947,093947,0,1/1,1,塑料制品
22,600173,卧龙新能,9.943977355957031,7.85,299409360,5498267515.4,5498973984.0,5.504237174987793,112565302,093949,094204,1,1/1,1,房地产开
23,002196,方正电机,10.011778831481934,18.68,1311426064,9121171402.76,9262887764.48,15.066201210021973,559864407,094457,094457,0,4/2,1,电机
24,605287,德才股份,9.994964599609375,43.69,269642080,6116600000.0,6116600000.0,4.5537428855896,78438404,094523,095241,1,6/3,1,装修装饰
25,001202,炬申股份,10.027247428894043,20.19,349195040,2358675651.4500003,3365493510.9,15.05868148803711,354011258,094533,094954,3,1/1,1,物流行业
26,002077,大港股份,10.02967357635498,18.54,753609744,10759661431.02,10759661412.48,7.188320636749268,384999619,094651,094651,0,1/1,1,半导体
27,600649,城投控股,9.9609375,5.63,938062848,14100339323.84,14100339323.84,6.853405952453613,136203516,094721,095721,2,2/2,2,房地产开
28,000036,华联控股,9.98217487335205,6.17,569075616,8645101565.11,8661561502.4,6.8176679611206055,91189515,094724,100521,2,1/1,1,房地产开
