序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,106186812,6601265484.2,6601274529.599999,1.608582615852356,224675950,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,134313154,15968620800.0,15968620800.0,0.8411067724227905,360056606,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,148699124,13679202298.16,14851843032.32,1.0870453119277954,1955162691,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,204049892,8926183029.54,9079401303.54,2.2936463356018066,170781646,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,726125120,51849156299.159996,51877150504.96,1.4187729358673096,403275013,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,588283696,4670567496.0,4670567496.0,12.913105010986328,120693916,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,638986336,4302523607.76,4302523572.4800005,15.062885284423828,116182533,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,586109312,14754305044.29,14829360000.0,4.02898645401001,350053337,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,693740080,17182814482.399998,17288280582.399998,4.083847999572754,94850122,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,430565824,18859884183.03,18947706683.2,2.2944366931915283,113230683,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,214700881,4660631556.09,4738928376.09,4.636530876159668,47196547,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,553668256,18128880000.0,18128880000.0,3.0719499588012695,33977720,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,736442464,5458247085.6,5746651900.8,13.724868774414062,290310313,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,245327345,5800254255.32,5800254222.879999,4.277003765106201,120186874,093453,093453,0,1/1,1,食品饮料
15,002270,华明装备,9.986458778381348,32.49,407063808,29117742069.690002,29118364025.760002,1.422147512435913,221856210,093554,094442,2,1/1,1,电网设备
16,600671,天目药业,9.99456787109375,20.25,129128696,2464840793.25,2466022421.25,5.308060646057129,34755075,093609,094930,1,1/1,1,中药
17,600312,平高电气,10.004833221435547,22.76,2046350144,30883528992.840004,30883529061.120003,6.684990406036377,24444,093615,110636,15,1/1,1,电网设备
18,601096,宏盛华源,9.937888145446777,5.31,942698192,8724205432.71,14205073517.279999,11.063891410827637,65417607,093627,105021,7,2/2,2,电网设备
19,002201,九鼎新材,9.982638359069824,12.67,789840640,7627636731.4,8256231160.8,10.615477561950684,415674902,093651,093724,1,4/2,1,玻璃玻纤
20,002606,大连电瓷,10.050762176513672,10.84,374919248,4565179876.2,4759553661.44,8.489301681518555,193348744,093824,093824,0,1/1,1,电网设备
21,688308,欧科亿,20.0,39.78,282609040,6316336344.24,6316336344.24,4.623963832855225,224005436,093911,093911,0,1/1,1,通用设备
22,601179,中国西电,10.038313865661621,14.36,4959965696,73607670574.72,73607670804.48,6.8752031326293945,1294412525,094009,095021,1,1/1,1,电网设备
23,002995,天地在线,9.989142417907715,20.26,157710299,2277572634.0800004,3595227764.8,7.123153209686279,215695051,094154,094154,0,1/1,1,文化传媒
24,603239,浙江仙通,10.022371292114258,24.59,204047614,6657004800.0,6657004800.0,3.139775514602661,143300684,094916,094916,0,1/1,1,汽车零部
25,002591,恒大高新,9.943181991577148,7.74,131841759,1729986455.88,2323544037.12,7.827149391174316,199149426,095709,095709,0,1/1,1,互联网服
26,600163,中闽能源,9.9277982711792,6.09,390834624,11589246510.869999,11589246516.96,3.4702937602996826,183374272,100312,100312,0,1/1,1,电力行业
27,603199,九华旅游,9.994914054870605,43.25,345025328,4786910000.0,4786910000.0,7.341680526733398,62908336,100501,105334,6,1/1,1,旅游酒店
28,002219,新里程,9.829059600830078,2.57,751384768,8409152360.4,8705571123.199999,9.217391967773438,237396988,100630,102224,1,5/3,1,医疗服务
29,600537,亿晶光电,10.035842895507812,3.07,780558816,3634005105.2599998,3634005123.68,23.177825927734375,4381933,101504,103516,5,1/1,1,光伏设备
30,600382,广东明珠,9.987030029296875,8.48,237247323,5888580594.72,5888580654.08,4.183156967163086,171212073,101842,101842,0,1/1,1,钢铁行业
31,002187,广百股份,9.951457023620605,9.06,570860512,6350105374.9800005,6350105438.400001,9.28538703918457,361846434,101903,101903,0,1/1,1,商业百货
32,603186,华正新材,9.998275756835938,63.81,819316240,9062604912.78,9062604912.78,9.320990562438965,119675655,102102,104653,2,1/1,1,电子元件
33,605288,凯迪股份,10.001739501953125,126.48,263439877,8878758389.76,8938722557.76,3.1134328842163086,42206376,103447,103447,0,1/1,1,专用设备
34,002258,利尔化学,10.006715774536133,16.38,589496560,13090082651.099998,13111161860.16,4.6657586097717285,142832486,103630,103630,0,1/1,1,农药兽药
35,000803,山高环能,10.059171676635742,9.3,242487456,4276026354.0000005,4336554288.0,5.934518337249756,265756688,103821,103821,0,1/1,1,综合行业
36,002426,胜利精密,10.049019813537598,4.49,1103615824,15277673510.59,15277790380.800001,7.564332485198975,1106872555,104057,104057,0,1/1,1,通用设备
37,001376,百通能源,10.022271156311035,19.76,451284624,4223755584.88,9107384000.0,11.092727661132812,264544904,104657,104657,0,3/2,1,公用事业
38,002985,北摩高科,9.994050979614258,36.98,618177392,6496305925.139999,12271946127.999998,9.934307098388672,509665792,105233,105233,0,1/1,1,航天航空
39,002585,双星新材,9.943181991577148,7.74,578180160,6861988239.12,8833836985.92,8.654260635375977,636993772,105524,105524,0,1/1,1,塑料制品
40,600593,大连圣亚,9.995467185974121,48.53,795635680,6250664000.0,6330495850.0,13.27864933013916,256859584,105803,110600,1,3/2,1,旅游酒店
41,600800,渤海化学,10.024450302124023,4.5,379287760,4993785972.0,4995203472.0,7.943524360656738,134945100,110049,110049,0,1/1,1,化学制品
42,600391,航发科技,10.0,42.02,784209264,13872036001.34,13872035707.2,5.930728435516357,531014555,110556,110556,0,1/1,1,航天航空
