序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,105172932,6601265484.2,6601274529.599999,1.5932238101959229,222900240,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,129747874,15968620800.0,15968620800.0,0.8125177025794983,381927806,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,146683134,13679202298.16,14851843032.32,1.0723077058792114,1993114420,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,202611368,8926183029.54,9079401303.54,2.2775304317474365,168353170,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,718462928,51849156299.159996,51877150504.96,1.4039950370788574,473510756,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,587302304,4670567496.0,4670567496.0,12.89209270477295,122743423,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,636162432,4302523607.76,4302523572.4800005,14.997251510620117,114095973,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,576335776,14754305044.29,14829360000.0,3.9627444744110107,364658627,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,683298912,17182814482.399998,17288280582.399998,4.023083209991455,102568536,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,419305488,18859884183.03,18947706683.2,2.234731435775757,121232487,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,213793219,4660631556.09,4738928376.09,4.617055416107178,53019040,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,523079168,18128880000.0,18128880000.0,2.9032187461853027,51912630,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,732788768,5458247085.6,5746651900.8,13.657929420471191,326531533,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,241749861,5800254255.32,5800254222.879999,4.215325832366943,135978018,093453,093453,0,1/1,1,食品饮料
15,605222,起帆电缆,10.014947891235352,22.08,214095136,9116862227.519999,9116862382.08,2.3871495723724365,63908352,093457,093627,1,4/2,1,电网设备
16,002270,华明装备,9.986458778381348,32.49,399440016,29117742069.690002,29118364025.760002,1.3959648609161377,281584202,093554,094442,2,1/1,1,电网设备
17,600671,天目药业,9.99456787109375,20.25,128282246,2464840793.25,2466022421.25,5.273719787597656,33945075,093609,094930,1,1/1,1,中药
18,601096,宏盛华源,9.937888145446777,5.31,681869904,8724205432.71,14205073517.279999,8.06938648223877,93656187,093627,093627,0,2/2,2,电网设备
19,002201,九鼎新材,9.982638359069824,12.67,783926288,7627636731.4,8256231160.8,10.537939071655273,438843264,093651,093724,1,4/2,1,玻璃玻纤
20,002606,大连电瓷,10.050762176513672,10.84,366377328,4565179876.2,4759553661.44,8.302191734313965,223490166,093824,093824,0,1/1,1,电网设备
21,688308,欧科亿,20.0,39.78,281231904,6316336344.24,6316336344.24,4.602160930633545,230798945,093911,093911,0,1/1,1,通用设备
22,601179,中国西电,10.038313865661621,14.36,4886223872,73607670574.72,73607670804.48,6.775020599365234,1644096130,094009,095021,1,1/1,1,电网设备
23,002995,天地在线,9.989142417907715,20.26,155400659,2277572634.0800004,3595227764.8,7.021745204925537,224058379,094154,094154,0,1/1,1,文化传媒
24,603239,浙江仙通,10.022371292114258,24.59,202483690,6657004800.0,6657004800.0,3.1162824630737305,143352323,094916,094916,0,1/1,1,汽车零部
25,300444,双杰电气,20.0,14.82,2156935776,9209840079.18,11835623804.16,25.03855323791504,669460273,095536,095536,0,1/1,1,电网设备
26,002591,恒大高新,9.943181991577148,7.74,129767439,1729986455.88,2323544037.12,7.707245349884033,209407248,095709,095709,0,1/1,1,互联网服
27,600163,中闽能源,9.9277982711792,6.09,383770848,11589246510.869999,11589246516.96,3.4093425273895264,202920127,100312,100312,0,1/1,1,电力行业
28,002219,新里程,9.829059600830078,2.57,745079536,8409152360.4,8705571123.199999,9.142411231994629,254226376,100630,102224,1,5/3,1,医疗服务
29,600537,亿晶光电,10.035842895507812,3.07,772122576,3634005105.2599998,3634005123.68,22.9456787109375,2107248,101504,103516,5,1/1,1,光伏设备
30,600382,广东明珠,9.987030029296875,8.48,233441143,5888580594.72,5888580654.08,4.118520259857178,181173885,101842,101842,0,1/1,1,钢铁行业
31,002187,广百股份,9.951457023620605,9.06,552805744,6350105374.9800005,6350105438.400001,9.00106430053711,518109400,101903,101903,0,1/1,1,商业百货
32,605288,凯迪股份,10.001739501953125,126.48,243352323,8878758389.76,8938722557.76,2.887190103530884,87567795,103447,103447,0,1/1,1,专用设备
33,002258,利尔化学,10.006715774536133,16.38,561266128,13090082651.099998,13111161860.16,4.450096130371094,174892568,103630,103630,0,1/1,1,农药兽药
34,000803,山高环能,10.059171676635742,9.3,228187292,4276026354.0000005,4336554288.0,5.600091934204102,394481262,103821,103821,0,1/1,1,综合行业
35,002426,胜利精密,10.049019813537598,4.49,993839568,15277673510.59,15277790380.800001,6.845791816711426,1926242328,104057,104057,0,1/1,1,通用设备
