序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,107088512,6601265484.2,6601274529.599999,1.6222422122955322,233852700,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,136426114,15968620800.0,15968620800.0,0.8543387651443481,365942366,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,150203980,13679202298.16,14851843032.32,1.0980463027954102,1937650900,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,205171322,8926183029.54,9079401303.54,2.3062095642089844,172684210,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,732001360,51849156299.159996,51877150504.96,1.430106282234192,388124835,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,589084784,4670567496.0,4670567496.0,12.930256843566895,117431596,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,640192912,4302523607.76,4302523572.4800005,15.09092903137207,114132261,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,588633152,14754305044.29,14829360000.0,4.0460920333862305,344264183,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,695406768,17182814482.399998,17288280582.399998,4.093547821044922,100407442,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,438578960,18859884183.03,18947706683.2,2.3369243144989014,105098538,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,215952459,4660631556.09,4738928376.09,4.663384914398193,42030128,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,558955856,18128880000.0,18128880000.0,3.10111665725708,38371340,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,738223952,5458247085.6,5746651900.8,13.757506370544434,266646535,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,246980974,5800254255.32,5800254222.879999,4.305513381958008,118986594,093453,093453,0,1/1,1,食品饮料
15,002270,华明装备,9.986458778381348,32.49,411815456,29117742069.690002,29118364025.760002,1.4384663105010986,204751850,093554,094442,2,1/1,1,电网设备
16,600671,天目药业,9.99456787109375,20.25,129710074,2464840793.25,2466022421.25,5.331647872924805,34789297,093609,094930,1,1/1,1,中药
17,601096,宏盛华源,9.937888145446777,5.31,950238384,8724205432.71,14205073517.279999,11.150320053100586,63843723,093627,105021,7,2/2,2,电网设备
18,002201,九鼎新材,9.982638359069824,12.67,792563424,7627636731.4,8256231160.8,10.65117359161377,398224511,093651,093724,1,4/2,1,玻璃玻纤
19,002606,大连电瓷,10.050762176513672,10.84,379543584,4565179876.2,4759553661.44,8.590597152709961,175897428,093824,093824,0,1/1,1,电网设备
20,688308,欧科亿,20.0,39.78,284685392,6316336344.24,6316336344.24,4.656836986541748,222271863,093911,093911,0,1/1,1,通用设备
21,601179,中国西电,10.038313865661621,14.36,5003349760,73607670574.72,73607670804.48,6.934142589569092,1002237230,094009,095021,1,1/1,1,电网设备
22,002995,天地在线,9.989142417907715,20.26,159181134,2277572634.0800004,3595227764.8,7.187732219696045,212252917,094154,094154,0,1/1,1,文化传媒
23,603239,浙江仙通,10.022371292114258,24.59,204814822,6657004800.0,6657004800.0,3.1513001918792725,143475273,094916,094916,0,1/1,1,汽车零部
24,002591,恒大高新,9.943181991577148,7.74,132287583,1729986455.88,2323544037.12,7.852919578552246,197256222,095709,095709,0,1/1,1,互联网服
25,600163,中闽能源,9.9277982711792,6.09,392274304,11589246510.869999,11589246516.96,3.4827163219451904,183619699,100312,100312,0,1/1,1,电力行业
26,603199,九华旅游,9.994914054870605,43.25,348874576,4786910000.0,4786910000.0,7.422092437744141,58058800,100501,105334,6,1/1,1,旅游酒店
27,002219,新里程,9.829059600830078,2.57,754746592,8409152360.4,8705571123.199999,9.257369995117188,214549174,100630,102224,1,5/3,1,医疗服务
28,600537,亿晶光电,10.035842895507812,3.07,800891072,3634005105.2599998,3634005123.68,23.73777198791504,1387382,101504,112019,8,1/1,1,光伏设备
29,600382,广东明珠,9.987030029296875,8.48,238220462,5888580594.72,5888580654.08,4.199682712554932,161045766,101842,101842,0,1/1,1,钢铁行业
30,002187,广百股份,9.951457023620605,9.06,576825616,6350105374.9800005,6350105438.400001,9.379323959350586,312775662,101903,101903,0,1/1,1,商业百货
31,603186,华正新材,9.998275756835938,63.81,824740096,9062604912.78,9062604912.78,9.380839347839355,113173416,102102,104653,2,1/1,1,电子元件
32,002258,利尔化学,10.006715774536133,16.38,597752080,13090082651.099998,13111161860.16,4.728825569152832,114722768,103630,103630,0,1/1,1,农药兽药
33,000803,山高环能,10.059171676635742,9.3,244351362,4276026354.0000005,4336554288.0,5.978107929229736,222911402,103821,103821,0,1/1,1,综合行业
34,002426,胜利精密,10.049019813537598,4.49,1127207904,15277673510.59,15277790380.800001,7.718754291534424,919377967,104057,104057,0,1/1,1,通用设备
35,001376,百通能源,10.022271156311035,19.76,457388480,4223755584.88,9107384000.0,11.237239837646484,229113248,104657,104657,0,3/2,1,公用事业
36,002985,北摩高科,9.994050979614258,36.98,633422800,6496305925.139999,12271946127.999998,10.168985366821289,408582405,105233,105233,0,1/1,1,航天航空
37,002585,双星新材,9.943181991577148,7.74,600860304,6861988239.12,8833836985.92,8.984779357910156,405092907,105524,105524,0,1/1,1,塑料制品
38,600593,大连圣亚,9.995467185974121,48.53,858344192,6250664000.0,6330495850.0,14.281909942626953,136553714,105803,111127,2,3/2,1,旅游酒店
39,600800,渤海化学,10.024450302124023,4.5,389979472,4993785972.0,4995203472.0,8.157625198364258,105399742,110049,110049,0,1/1,1,化学制品
40,600391,航发科技,10.0,42.02,1020020640,13872036001.34,13872035707.2,7.6346354484558105,206393920,110556,111347,1,1/1,1,航天航空
41,002021,中捷资源,9.854015350341797,3.01,205795032,3598268051.91,3598386757.2799997,5.927849292755127,425290346,111706,111706,0,1/1,1,专用设备
42,002163,海南发展,10.0,18.59,1772094480,14937973586.25,15707766840.48,12.369104385375977,1174376347,112545,112545,0,1/1,1,玻璃玻纤
43,300279,和晶科技,19.975032806396484,9.61,823485920,4679533781.219999,4700246079.679999,18.978662490844727,1100544417,112636,112636,0,1/1,1,消费电子
