序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,107040942,6601265484.2,6601274529.599999,1.6215215921401978,233758270,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,136330594,15968620800.0,15968620800.0,0.8537405729293823,365600126,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,150176792,13679202298.16,14851843032.32,1.097847580909729,1939234601,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,205171322,8926183029.54,9079401303.54,2.3062095642089844,169977310,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,731725168,51849156299.159996,51877150504.96,1.4295735359191895,387368061,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,589078576,4670567496.0,4670567496.0,12.930124282836914,117810406,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,640187872,4302523607.76,4302523572.4800005,15.090811729431152,114039525,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,588539440,14754305044.29,14829360000.0,4.045457363128662,344445476,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,695398160,17182814482.399998,17288280582.399998,4.0934977531433105,100447002,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,438558176,18859884183.03,18947706683.2,2.3368141651153564,105748354,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,215952459,4660631556.09,4738928376.09,4.663384914398193,42125021,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,558893488,18128880000.0,18128880000.0,3.1007726192474365,38405990,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,738196592,5458247085.6,5746651900.8,13.75700569152832,266334175,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,246617646,5800254255.32,5800254222.879999,4.299249172210693,119349111,093453,093453,0,1/1,1,食品饮料
15,002270,华明装备,9.986458778381348,32.49,411428832,29117742069.690002,29118364025.760002,1.4371384382247925,207789665,093554,094442,2,1/1,1,电网设备
16,600671,天目药业,9.99456787109375,20.25,129710074,2464840793.25,2466022421.25,5.331647872924805,34789297,093609,094930,1,1/1,1,中药
17,601096,宏盛华源,9.937888145446777,5.31,950123168,8724205432.71,14205073517.279999,11.148999214172363,63846378,093627,105021,7,2/2,2,电网设备
18,002201,九鼎新材,9.982638359069824,12.67,792549488,7627636731.4,8256231160.8,10.650991439819336,398357546,093651,093724,1,4/2,1,玻璃玻纤
19,002606,大连电瓷,10.050762176513672,10.84,379466624,4565179876.2,4759553661.44,8.588912010192871,179617716,093824,093824,0,1/1,1,电网设备
20,688308,欧科亿,20.0,39.78,284421504,6316336344.24,6316336344.24,4.652658939361572,222424380,093911,093911,0,1/1,1,通用设备
21,601179,中国西电,10.038313865661621,14.36,5000468992,73607670574.72,73607670804.48,6.930229187011719,997369190,094009,095021,1,1/1,1,电网设备
22,002995,天地在线,9.989142417907715,20.26,159164926,2277572634.0800004,3595227764.8,7.187020778656006,212279255,094154,094154,0,1/1,1,文化传媒
23,603239,浙江仙通,10.022371292114258,24.59,204812363,6657004800.0,6657004800.0,3.1512632369995117,142988391,094916,094916,0,1/1,1,汽车零部
24,002591,恒大高新,9.943181991577148,7.74,132287583,1729986455.88,2323544037.12,7.852919578552246,197254674,095709,095709,0,1/1,1,互联网服
25,600163,中闽能源,9.9277982711792,6.09,392252384,11589246510.869999,11589246516.96,3.482527017593384,183619699,100312,100312,0,1/1,1,电力行业
26,603199,九华旅游,9.994914054870605,43.25,348874576,4786910000.0,4786910000.0,7.422092437744141,57682525,100501,105334,6,1/1,1,旅游酒店
27,002219,新里程,9.829059600830078,2.57,754594176,8409152360.4,8705571123.199999,9.2555570602417,214782787,100630,102224,1,5/3,1,医疗服务
28,600537,亿晶光电,10.035842895507812,3.07,800711472,3634005105.2599998,3634005123.68,23.73282814025879,1117836,101504,112019,8,1/1,1,光伏设备
29,600382,广东明珠,9.987030029296875,8.48,238050862,5888580594.72,5888580654.08,4.196802616119385,161408710,101842,101842,0,1/1,1,钢铁行业
30,002187,广百股份,9.951457023620605,9.06,576655296,6350105374.9800005,6350105438.400001,9.376642227172852,313001256,101903,101903,0,1/1,1,商业百货
31,603186,华正新材,9.998275756835938,63.81,824714560,9062604912.78,9062604912.78,9.380558013916016,113256369,102102,104653,2,1/1,1,电子元件
32,002258,利尔化学,10.006715774536133,16.38,597373696,13090082651.099998,13111161860.16,4.725934982299805,121346840,103630,103630,0,1/1,1,农药兽药
33,000803,山高环能,10.059171676635742,9.3,244345782,4276026354.0000005,4336554288.0,5.977977275848389,227350292,103821,103821,0,1/1,1,综合行业
34,002426,胜利精密,10.049019813537598,4.49,1124208128,15277673510.59,15277790380.800001,7.699119567871094,924671228,104057,104057,0,1/1,1,通用设备
35,001376,百通能源,10.022271156311035,19.76,457056512,4223755584.88,9107384000.0,11.22938060760498,229433360,104657,104657,0,3/2,1,公用事业
36,002985,北摩高科,9.994050979614258,36.98,633134352,6496305925.139999,12271946127.999998,10.164545059204102,408904131,105233,105233,0,1/1,1,航天航空
37,002585,双星新材,9.943181991577148,7.74,600752720,6861988239.12,8833836985.92,8.983211517333984,407438901,105524,105524,0,1/1,1,塑料制品
38,600593,大连圣亚,9.995467185974121,48.53,857863744,6250664000.0,6330495850.0,14.274223327636719,137325341,105803,111127,2,3/2,1,旅游酒店
39,600800,渤海化学,10.024450302124023,4.5,389883168,4993785972.0,4995203472.0,8.155695915222168,105571642,110049,110049,0,1/1,1,化学制品
40,600391,航发科技,10.0,42.02,1019608832,13872036001.34,13872035707.2,7.631666660308838,206818322,110556,111347,1,1/1,1,航天航空
41,002021,中捷资源,9.854015350341797,3.01,204984138,3598268051.91,3598386757.2799997,5.905313968658447,425796929,111706,111706,0,1/1,1,专用设备
42,002163,海南发展,10.0,18.59,1757367488,14937973586.25,15707766840.48,12.270517349243164,1129550280,112545,112545,0,1/1,1,玻璃玻纤
