序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,105167252,6601265484.2,6601274529.599999,1.5931377410888672,222648900,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,129559714,15968620800.0,15968620800.0,0.8113394379615784,381767966,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,146635555,13679202298.16,14851843032.32,1.0719598531723022,1993488255,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,202526294,8926183029.54,9079401303.54,2.2765774726867676,168445978,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,718301616,51849156299.159996,51877150504.96,1.4036839008331299,473623462,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,587291952,4670567496.0,4670567496.0,12.891871452331543,122480533,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,636024832,4302523607.76,4302523572.4800005,14.994053840637207,114299085,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,575270432,14754305044.29,14829360000.0,3.95552396774292,365693423,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,682874080,17182814482.399998,17288280582.399998,4.020610332489014,102814496,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,418965472,18859884183.03,18947706683.2,2.232928514480591,121155038,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,213791200,4660631556.09,4738928376.09,4.6170125007629395,53111914,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,522122832,18128880000.0,18128880000.0,2.8979434967041016,62667990,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,732341888,5458247085.6,5746651900.8,13.649742126464844,328612033,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,241577929,5800254255.32,5800254222.879999,4.2123613357543945,136303229,093453,093453,0,1/1,1,食品饮料
15,605222,起帆电缆,10.014947891235352,22.08,213916288,9116862227.519999,9116862382.08,2.385187864303589,72318624,093457,093627,1,4/2,1,电网设备
16,002270,华明装备,9.986458778381348,32.49,398814592,29117742069.690002,29118364025.760002,1.3938169479370117,283197330,093554,094442,2,1/1,1,电网设备
17,600671,天目药业,9.99456787109375,20.25,128282246,2464840793.25,2466022421.25,5.273719787597656,33910650,093609,094930,1,1/1,1,中药
18,601096,宏盛华源,9.937888145446777,5.31,676128208,8724205432.71,14205073517.279999,8.003573417663574,107785566,093627,093627,0,2/2,2,电网设备
19,002201,九鼎新材,9.982638359069824,12.67,783656416,7627636731.4,8256231160.8,10.534400939941406,439293049,093651,093724,1,4/2,1,玻璃玻纤
20,601700,风范股份,9.967320442199707,6.73,791050320,7687320291.000001,7687320317.92,10.575932502746582,63198401,093709,095115,5,1/1,1,电网设备
21,002606,大连电瓷,10.050762176513672,10.84,366216896,4565179876.2,4759553661.44,8.298677444458008,223650598,093824,093824,0,1/1,1,电网设备
22,688308,欧科亿,20.0,39.78,280905856,6316336344.24,6316336344.24,4.596999168395996,220342931,093911,093911,0,1/1,1,通用设备
23,601179,中国西电,10.038313865661621,14.36,4883634688,73607670574.72,73607670804.48,6.771503448486328,1647154810,094009,095021,1,1/1,1,电网设备
24,002995,天地在线,9.989142417907715,20.26,155252761,2277572634.0800004,3595227764.8,7.015251636505127,224293395,094154,094154,0,1/1,1,文化传媒
25,603239,浙江仙通,10.022371292114258,24.59,202441887,6657004800.0,6657004800.0,3.115654468536377,141903972,094916,094916,0,1/1,1,汽车零部
26,600550,保变电气,10.028050422668457,15.69,3374236656,28893581851.2,28893581851.2,12.18725872039795,656805773,095300,095300,0,3/2,1,电网设备
27,300444,双杰电气,20.0,14.82,2154363024,9209840079.18,11835623804.16,25.010618209838867,681963907,095536,095536,0,1/1,1,电网设备
28,002591,恒大高新,9.943181991577148,7.74,129714807,1729986455.88,2323544037.12,7.704203128814697,212189778,095709,095709,0,1/1,1,互联网服
29,600163,中闽能源,9.9277982711792,6.09,383501664,11589246510.869999,11589246516.96,3.407019853591919,215075158,100312,100312,0,1/1,1,电力行业
30,002219,新里程,9.829059600830078,2.57,744490224,8409152360.4,8705571123.199999,9.13540267944336,254282402,100630,102224,1,5/3,1,医疗服务
31,600537,亿晶光电,10.035842895507812,3.07,771075392,3634005105.2599998,3634005123.68,22.91686248779297,2592308,101504,103516,5,1/1,1,光伏设备
32,600382,广东明珠,9.987030029296875,8.48,233325051,5888580594.72,5888580654.08,4.116549015045166,181301000,101842,101842,0,1/1,1,钢铁行业
33,002187,广百股份,9.951457023620605,9.06,552000320,6350105374.9800005,6350105438.400001,8.988380432128906,519459340,101903,101903,0,1/1,1,商业百货
34,605288,凯迪股份,10.001739501953125,126.48,243018416,8878758389.76,8938722557.76,2.8834292888641357,104812078,103447,103447,0,1/1,1,专用设备
35,002258,利尔化学,10.006715774536133,16.38,551446768,13090082651.099998,13111161860.16,4.375082492828369,138328674,103630,103630,0,1/1,1,农药兽药
36,000803,山高环能,10.059171676635742,9.3,227446082,4276026354.0000005,4336554288.0,5.582757949829102,423756732,103821,103821,0,1/1,1,综合行业
