序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,105167962,6601265484.2,6601274529.599999,1.5931484699249268,222461460,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,129600034,15968620800.0,15968620800.0,0.8115919232368469,381824126,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,146635555,13679202298.16,14851843032.32,1.0719598531723022,1993800917,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,202526294,8926183029.54,9079401303.54,2.2765774726867676,168469180,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,718309888,51849156299.159996,51877150504.96,1.4036998748779297,473706182,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,587291952,4670567496.0,4670567496.0,12.891871452331543,122381173,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,636100432,4302523607.76,4302523572.4800005,14.995810508728027,114172581,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,575419136,14754305044.29,14829360000.0,3.9565317630767822,365510093,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,682994480,17182814482.399998,17288280582.399998,4.021311283111572,102678616,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,418999472,18859884183.03,18947706683.2,2.2331089973449707,121147482,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,213791200,4660631556.09,4738928376.09,4.6170125007629395,53111914,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,522892064,18128880000.0,18128880000.0,2.902186632156372,61815600,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,732525424,5458247085.6,5746651900.8,13.653104782104492,328450153,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,241607936,5800254255.32,5800254222.879999,4.212878704071045,135999104,093453,093453,0,1/1,1,食品饮料
15,605222,起帆电缆,10.014947891235352,22.08,213927328,9116862227.519999,9116862382.08,2.3853089809417725,72245760,093457,093627,1,4/2,1,电网设备
16,002270,华明装备,9.986458778381348,32.49,399081008,29117742069.690002,29118364025.760002,1.394731879234314,282859434,093554,094442,2,1/1,1,电网设备
17,600671,天目药业,9.99456787109375,20.25,128282246,2464840793.25,2466022421.25,5.273719787597656,33910650,093609,094930,1,1/1,1,中药
18,601096,宏盛华源,9.937888145446777,5.31,676699024,8724205432.71,14205073517.279999,8.010116577148438,107194563,093627,093627,0,2/2,2,电网设备
19,002201,九鼎新材,9.982638359069824,12.67,783732432,7627636731.4,8256231160.8,10.53539752960205,439030780,093651,093724,1,4/2,1,玻璃玻纤
20,601700,风范股份,9.967320442199707,6.73,801100912,7687320291.000001,7687320317.92,10.706674575805664,20020740,093709,095115,5,1/1,1,电网设备
21,002606,大连电瓷,10.050762176513672,10.84,366262416,4565179876.2,4759553661.44,8.299674034118652,223680950,093824,093824,0,1/1,1,电网设备
22,688308,欧科亿,20.0,39.78,280905856,6316336344.24,6316336344.24,4.596999168395996,220410557,093911,093911,0,1/1,1,通用设备
23,601179,中国西电,10.038313865661621,14.36,4884118784,73607670574.72,73607670804.48,6.772160530090332,1634316970,094009,095021,1,1/1,1,电网设备
24,002995,天地在线,9.989142417907715,20.26,155273021,2277572634.0800004,3595227764.8,7.016140937805176,224238693,094154,094154,0,1/1,1,文化传媒
25,603239,浙江仙通,10.022371292114258,24.59,202449264,6657004800.0,6657004800.0,3.115765333175659,141918726,094916,094916,0,1/1,1,汽车零部
26,600550,保变电气,10.028050422668457,15.69,3375039984,28893581851.2,28893581851.2,12.190038681030273,645212432,095300,095300,0,3/2,1,电网设备
27,300444,双杰电气,20.0,14.82,2154692032,9209840079.18,11835623804.16,25.014190673828125,681666025,095536,095536,0,1/1,1,电网设备
28,002591,恒大高新,9.943181991577148,7.74,129741123,1729986455.88,2323544037.12,7.705724239349365,212157270,095709,095709,0,1/1,1,互联网服
29,600163,中闽能源,9.9277982711792,6.09,383631984,11589246510.869999,11589246516.96,3.408144474029541,214953358,100312,100312,0,1/1,1,电力行业
30,002219,新里程,9.829059600830078,2.57,744737200,8409152360.4,8705571123.199999,9.13833999633789,254305532,100630,102224,1,5/3,1,医疗服务
31,600537,亿晶光电,10.035842895507812,3.07,771315168,3634005105.2599998,3634005123.68,22.923460006713867,2764842,101504,103516,5,1/1,1,光伏设备
32,600382,广东明珠,9.987030029296875,8.48,233346251,5888580594.72,5888580654.08,4.116909027099609,181278104,101842,101842,0,1/1,1,钢铁行业
33,002187,广百股份,9.951457023620605,9.06,552169744,6350105374.9800005,6350105438.400001,8.991048812866211,519112342,101903,101903,0,1/1,1,商业百货
34,605288,凯迪股份,10.001739501953125,126.48,243018416,8878758389.76,8938722557.76,2.8834292888641357,103989958,103447,103447,0,1/1,1,专用设备
35,002258,利尔化学,10.006715774536133,16.38,556818960,13090082651.099998,13111161860.16,4.4161224365234375,173921234,103630,103630,0,1/1,1,农药兽药
36,000803,山高环能,10.059171676635742,9.3,227641382,4276026354.0000005,4336554288.0,5.587325096130371,395973912,103821,103821,0,1/1,1,综合行业
37,002426,胜利精密,10.049019813537598,4.49,976260768,15277673510.59,15277790380.800001,6.730730056762695,1762121620,104057,104057,0,1/1,1,通用设备
