序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,106641922,6601265484.2,6601274529.599999,1.6154769659042358,232277210,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,135625474,15968620800.0,15968620800.0,0.8493248820304871,362859326,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,149313573,13679202298.16,14851843032.32,1.0915371179580688,1945793706,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,205001174,8926183029.54,9079401303.54,2.3043034076690674,170131990,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,730312720,51849156299.159996,51877150504.96,1.426849365234375,390812315,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,589010256,4670567496.0,4670567496.0,12.928661346435547,118081576,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,639708576,4302523607.76,4302523572.4800005,15.079671859741211,113516877,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,587347808,14754305044.29,14829360000.0,4.037380695343018,349776305,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,695208960,17182814482.399998,17288280582.399998,4.0923967361450195,98297002,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,437895136,18859884183.03,18947706683.2,2.333298683166504,105294994,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,215877756,4660631556.09,4738928376.09,4.661782264709473,42591410,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,556828336,18128880000.0,18128880000.0,3.089381217956543,41295800,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,737431984,5458247085.6,5746651900.8,13.742997169494629,290172373,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,246002908,5800254255.32,5800254222.879999,4.288650989532471,119809759,093453,093453,0,1/1,1,食品饮料
15,002270,华明装备,9.986458778381348,32.49,410080496,29117742069.690002,29118364025.760002,1.432507872581482,214700288,093554,094442,2,1/1,1,电网设备
16,600671,天目药业,9.99456787109375,20.25,129596674,2464840793.25,2466022421.25,5.327046871185303,34659697,093609,094930,1,1/1,1,中药
17,600312,平高电气,10.004833221435547,22.76,2110378864,30883528992.840004,30883529061.120003,6.892472743988037,996888,093615,111945,19,1/1,1,电网设备
18,601096,宏盛华源,9.937888145446777,5.31,947863232,8724205432.71,14205073517.279999,11.123095512390137,64272240,093627,105021,7,2/2,2,电网设备
19,002201,九鼎新材,9.982638359069824,12.67,792033808,7627636731.4,8256231160.8,10.644230842590332,398790860,093651,093724,1,4/2,1,玻璃玻纤
20,002606,大连电瓷,10.050762176513672,10.84,378259040,4565179876.2,4759553661.44,8.562459945678711,187442028,093824,093824,0,1/1,1,电网设备
21,688308,欧科亿,20.0,39.78,284286240,6316336344.24,6316336344.24,4.650517463684082,221855128,093911,093911,0,1/1,1,通用设备
22,601179,中国西电,10.038313865661621,14.36,4982736128,73607670574.72,73607670804.48,6.906137943267822,1197440996,094009,095021,1,1/1,1,电网设备
23,002995,天地在线,9.989142417907715,20.26,158964352,2277572634.0800004,3595227764.8,7.178214073181152,214165461,094154,094154,0,1/1,1,文化传媒
24,603239,浙江仙通,10.022371292114258,24.59,204785314,6657004800.0,6657004800.0,3.1508569717407227,142862982,094916,094916,0,1/1,1,汽车零部
25,002591,恒大高新,9.943181991577148,7.74,132217923,1729986455.88,2323544037.12,7.848893165588379,198593694,095709,095709,0,1/1,1,互联网服
26,600163,中闽能源,9.9277982711792,6.09,391548992,11589246510.869999,11589246516.96,3.4764575958251953,183217150,100312,100312,0,1/1,1,电力行业
27,603199,九华旅游,9.994914054870605,43.25,345769232,4786910000.0,4786910000.0,7.357220649719238,61485411,100501,105334,6,1/1,1,旅游酒店
28,002219,新里程,9.829059600830078,2.57,753547168,8409152360.4,8705571123.199999,9.2431058883667,215951623,100630,102224,1,5/3,1,医疗服务
29,603283,赛腾股份,9.99389362335205,54.04,2711765968,14654244743.32,14654244689.28,18.790054321289062,110203772,101011,111702,6,2/2,2,专用设备
30,600382,广东明珠,9.987030029296875,8.48,237878718,5888580594.72,5888580654.08,4.193879127502441,162890166,101842,101842,0,1/1,1,钢铁行业
31,002187,广百股份,9.951457023620605,9.06,574865040,6350105374.9800005,6350105438.400001,9.34844970703125,318038616,101903,101903,0,1/1,1,商业百货
32,603186,华正新材,9.998275756835938,63.81,823808464,9062604912.78,9062604912.78,9.370559692382812,113645610,102102,104653,2,1/1,1,电子元件
33,002258,利尔化学,10.006715774536133,16.38,594864288,13090082651.099998,13111161860.16,4.7067646980285645,123009410,103630,103630,0,1/1,1,农药兽药
34,000803,山高环能,10.059171676635742,9.3,243888222,4276026354.0000005,4336554288.0,5.9672770500183105,235820732,103821,103821,0,1/1,1,综合行业
35,002426,胜利精密,10.049019813537598,4.49,1120191328,15277673510.59,15277790380.800001,7.672827243804932,982059310,104057,104057,0,1/1,1,通用设备
36,001376,百通能源,10.022271156311035,19.76,456748256,4223755584.88,9107384000.0,11.222082138061523,233879360,104657,104657,0,3/2,1,公用事业
37,002985,北摩高科,9.994050979614258,36.98,629281040,6496305925.139999,12271946127.999998,10.105229377746582,442285977,105233,105233,0,1/1,1,航天航空
