序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,105037322,6601265484.2,6601274529.599999,1.5911694765090942,219611520,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,128924674,15968620800.0,15968620800.0,0.8073626160621643,379284446,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,146547126,13679202298.16,14851843032.32,1.0713133811950684,2007136699,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,202425752,8926183029.54,9079401303.54,2.2754509449005127,169374058,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,717959376,51849156299.159996,51877150504.96,1.4030238389968872,472133468,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,587254688,4670567496.0,4670567496.0,12.891073226928711,121859533,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,635858016,4302523607.76,4302523572.4800005,14.9901762008667,114962853,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,574981168,14754305044.29,14829360000.0,3.9535634517669678,363424205,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,682798400,17182814482.399998,17288280582.399998,4.020170211791992,103149896,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,418032304,18859884183.03,18947706683.2,2.227980613708496,122133540,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,212531344,4660631556.09,4738928376.09,4.589980602264404,54218326,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,521908000,18128880000.0,18128880000.0,2.8967583179473877,62765010,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,732015856,5458247085.6,5746651900.8,13.643768310546875,328773913,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,241182161,5800254255.32,5800254222.879999,4.205538272857666,136555450,093453,093453,0,1/1,1,食品饮料
15,605222,起帆电缆,10.014947891235352,22.08,213646912,9116862227.519999,9116862382.08,2.382233142852783,72883872,093457,093627,1,4/2,1,电网设备
16,002270,华明装备,9.986458778381348,32.49,397362288,29117742069.690002,29118364025.760002,1.388829231262207,284084307,093554,094442,2,1/1,1,电网设备
17,600671,天目药业,9.99456787109375,20.25,128225546,2464840793.25,2466022421.25,5.271419525146484,34024050,093609,094930,1,1/1,1,中药
18,601096,宏盛华源,9.937888145446777,5.31,673424352,8724205432.71,14205073517.279999,7.972580909729004,109806552,093627,093627,0,2/2,2,电网设备
19,002201,九鼎新材,9.982638359069824,12.67,783090064,7627636731.4,8256231160.8,10.526975631713867,439718761,093651,093724,1,4/2,1,玻璃玻纤
20,601700,风范股份,9.967320442199707,6.73,785321072,7687320291.000001,7687320317.92,10.50140380859375,74858126,093709,095115,5,1/1,1,电网设备
21,002606,大连电瓷,10.050762176513672,10.84,365890608,4565179876.2,4759553661.44,8.291529655456543,224239210,093824,093824,0,1/1,1,电网设备
22,688308,欧科亿,20.0,39.78,280798448,6316336344.24,6316336344.24,4.595298767089844,218658049,093911,093911,0,1/1,1,通用设备
23,601179,中国西电,10.038313865661621,14.36,4877347840,73607670574.72,73607670804.48,6.762962341308594,1614363750,094009,095021,1,1/1,1,电网设备
24,002995,天地在线,9.989142417907715,20.26,154873899,2277572634.0800004,3595227764.8,6.998617172241211,225385409,094154,094154,0,1/1,1,文化传媒
25,603239,浙江仙通,10.022371292114258,24.59,202193528,6657004800.0,6657004800.0,3.1119236946105957,142083479,094916,094916,0,1/1,1,汽车零部
26,600550,保变电气,10.028050422668457,15.69,3370252960,28893581851.2,28893581851.2,12.173471450805664,661439030,095300,095300,0,3/2,1,电网设备
27,000400,许继电气,10.016977310180664,32.4,2159118288,32779120791.6,33003361094.399998,6.708822250366211,612313668,095436,095436,0,1/1,1,电网设备
28,300444,双杰电气,20.0,14.82,2152947728,9209840079.18,11835623804.16,24.995250701904297,685019791,095536,095536,0,1/1,1,电网设备
29,002591,恒大高新,9.943181991577148,7.74,129567747,1729986455.88,2323544037.12,7.69570255279541,212185908,095709,095709,0,1/1,1,互联网服
30,600163,中闽能源,9.9277982711792,6.09,382516304,11589246510.869999,11589246516.96,3.398517370223999,216407650,100312,100312,0,1/1,1,电力行业
31,002219,新里程,9.829059600830078,2.57,742880640,8409152360.4,8705571123.199999,9.116262435913086,261259181,100630,102224,1,5/3,1,医疗服务
32,600537,亿晶光电,10.035842895507812,3.07,770441744,3634005105.2599998,3634005123.68,22.89942741394043,704872,101504,103516,5,1/1,1,光伏设备
33,600382,广东明珠,9.987030029296875,8.48,232474847,5888580594.72,5888580654.08,4.102110862731934,186378485,101842,101842,0,1/1,1,钢铁行业
34,002187,广百股份,9.951457023620605,9.06,549558640,6350105374.9800005,6350105438.400001,8.949930191040039,538231660,101903,101903,0,1/1,1,商业百货
35,605288,凯迪股份,10.001739501953125,126.48,240590000,8878758389.76,8938722557.76,2.8560783863067627,106949590,103447,103447,0,1/1,1,专用设备
36,002258,利尔化学,10.006715774536133,16.38,513750608,13090082651.099998,13111161860.16,4.087107181549072,541680490,103630,103630,0,1/1,1,农药兽药
37,000803,山高环能,10.059171676635742,9.3,223853232,4276026354.0000005,4336554288.0,5.498734474182129,546360752,103821,103821,0,1/1,1,综合行业
